"","Feature","MET_1","MET_2","MET_3","CTL_1","CTL_2","CTL_3"
"8935","OGN",178,177,193,221,131,129
"8936","OGT",977,1112,1098,978,1480,1012
"8937","OIT3",415,486,484,301,491,313
"8938","OLA1",287,353,374,318,253,212
"8939","OLAH",0,0,0,0,0,0
"8940","OLFM1",3,0,1,2,9,1
"8941","OLFM2",3,1,0,4,1,4
"8942","OLFM3",0,0,0,0,0,0
"8943","OLFM4",0,3,0,3,8,1
"8944","OLFML1",54,36,60,79,67,49
"8945","OLFML2A",50,28,52,40,25,9
"8946","OLFML2B",20,16,51,51,33,16
"8947","OLFML3",89,72,79,68,117,63
"8948","OLIG1",0,0,0,0,0,0
"8949","OLIG2",0,0,0,0,0,0
"8950","OLIG3",0,0,0,0,0,0
"8951","OLR1",4,10,6,5,29,5
"8952","OLR10",0,0,0,0,0,0
"8953","OLR1000",0,0,0,0,0,0
"8954","OLR1002",0,0,0,0,0,0
"8955","OLR1006",0,0,0,0,0,0
"8956","OLR1007",0,0,0,0,0,0
"8957","OLR101",0,0,0,0,0,0
"8958","OLR1012",0,0,0,0,0,0
"8959","OLR1014",0,0,0,0,0,0
"8960","OLR1016",0,0,0,0,0,0
"8961","OLR1020",0,0,0,0,0,0
"8962","OLR1022",0,0,0,0,0,0
"8963","OLR1024",0,0,0,0,0,0
"8964","OLR1029",0,0,0,0,0,0
"8965","OLR103",0,0,0,0,0,0
"8966","OLR104",0,0,0,0,0,0
"8967","OLR1049",0,0,0,0,0,0
"8968","OLR105",0,0,0,0,0,0
"8969","OLR1051",0,0,0,0,0,0
"8970","OLR1052",0,0,0,0,0,0
"8971","OLR1055",0,0,0,0,0,0
"8972","OLR1057",1,0,0,0,0,0
"8973","OLR1058",0,1,0,0,0,1
"8974","OLR1059",0,0,0,0,0,0
"8975","OLR106",0,0,0,0,0,0
"8976","OLR1060",0,0,0,0,0,0
"8977","OLR1061",0,0,0,0,0,0
"8978","OLR1063",0,0,0,0,0,0
"8979","OLR1064",0,0,0,0,0,0
"8980","OLR1065",0,0,0,0,0,0
"8981","OLR1067",0,0,0,0,0,0
"8982","OLR1068",0,0,0,0,0,0
"8983","OLR1069",0,0,0,0,0,0
"8984","OLR107",0,0,0,0,0,0
"8985","OLR1070",0,0,0,0,0,0
"8986","OLR1071",0,0,0,0,0,0
"8987","OLR1072",0,0,0,0,0,0
"8988","OLR1073",0,0,0,0,0,0
"8989","OLR1075",0,0,0,0,0,0
"8990","OLR1076",0,0,0,0,0,0
"8991","OLR1077",0,0,0,0,0,0
"8992","OLR1078",0,0,0,0,0,0
"8993","OLR1079",0,0,0,0,0,0
"8994","OLR108",0,0,0,0,0,0
"8995","OLR1081",0,0,0,0,0,0
"8996","OLR1082",0,0,0,0,0,0
"8997","OLR1083",0,0,0,0,0,0
"8998","OLR1084",0,0,0,0,0,0
"8999","OLR1085",0,0,0,0,0,0
"9000","OLR1086",0,0,0,0,0,0
"9001","OLR1087",0,0,0,0,0,0
"9002","OLR109",0,0,0,0,0,0
"9003","OLR1090",0,0,0,0,0,0
"9004","OLR1091",0,0,0,0,0,0
"9005","OLR1092",0,0,0,0,0,0
"9006","OLR1093",0,0,0,0,0,0
"9007","OLR1095",0,0,0,0,0,0
"9008","OLR1096",0,0,0,0,0,0
"9009","OLR11",0,0,0,0,0,0
"9010","OLR110",0,0,0,0,0,0
"9011","OLR1104",0,0,0,0,0,0
"9012","OLR1105",0,0,0,0,0,0
"9013","OLR1106",0,0,0,0,0,0
"9014","OLR1107",0,0,0,0,0,0
"9015","OLR1108",0,0,0,0,0,0
"9016","OLR111",0,0,0,0,0,0
"9017","OLR1111",0,0,0,0,0,0
"9018","OLR1115",0,0,0,0,0,0
"9019","OLR1117",0,0,0,0,0,0
"9020","OLR1118",0,0,0,0,0,0
"9021","OLR1119",0,0,0,0,0,0
"9022","OLR112",0,0,0,0,0,0
"9023","OLR1121",0,0,0,0,0,0
"9024","OLR1122",0,0,0,0,0,0
"9025","OLR1124",0,0,0,0,0,0
"9026","OLR1125",0,0,0,0,0,0
"9027","OLR1126",0,0,0,0,0,0
"9028","OLR1128",0,0,0,0,0,0
"9029","OLR1129",0,0,0,0,0,0
"9030","OLR113",0,0,0,0,0,0
"9031","OLR1130",0,0,0,0,0,0
"9032","OLR1132",0,0,0,0,0,0
"9033","OLR1135",0,0,0,0,0,0
"9034","OLR1137",0,0,0,0,0,0
"9035","OLR1138",0,0,0,0,0,0
"9036","OLR1139",0,0,0,0,0,0
"9037","OLR114",0,0,0,0,0,0
"9038","OLR1142",0,0,0,0,0,0
"9039","OLR1143",0,0,0,0,0,0
"9040","OLR1144",0,0,0,0,0,0
"9041","OLR1145",0,0,0,0,0,0
"9042","OLR1147",0,0,0,0,0,0
"9043","OLR1148",0,0,0,0,0,0
"9044","OLR1149",0,0,0,0,0,0
"9045","OLR115",0,0,0,0,0,0
"9046","OLR1151",0,0,0,0,0,0
"9047","OLR1155",0,0,0,0,0,0
"9048","OLR1156",0,0,0,0,0,0
"9049","OLR1158",0,0,0,0,0,0
"9050","OLR1159",0,0,0,0,0,0
"9051","OLR1160",0,0,0,0,0,0
"9052","OLR1162",0,0,0,0,0,0
"9053","OLR1163",0,0,0,0,0,0
"9054","OLR1164",0,0,0,0,0,0
"9055","OLR1165",0,0,0,0,0,0
"9056","OLR1166",0,0,0,0,0,0
"9057","OLR1169",0,0,0,0,0,0
"9058","OLR1171",0,0,0,0,0,0
"9059","OLR1172",0,0,0,0,0,0
"9060","OLR1174",0,0,0,0,0,0
"9061","OLR1177",0,0,0,0,0,0
"9062","OLR1179",0,0,0,0,0,0
"9063","OLR1185",0,0,0,0,0,0
"9064","OLR1186",0,0,0,0,0,0
"9065","OLR119",0,0,0,0,0,0
"9066","OLR1191",0,0,0,0,0,0
"9067","OLR1192",0,0,0,0,0,0
"9068","OLR1193",0,0,0,0,0,0
"9069","OLR1194",0,0,0,0,0,0
"9070","OLR1195",0,0,0,0,0,0
"9071","OLR1196",0,0,0,0,0,0
"9072","OLR1197",0,0,0,0,0,0
"9073","OLR1198",0,0,0,0,0,0
"9074","OLR1199",0,0,0,0,0,0
"9075","OLR12",0,0,0,0,0,0
"9076","OLR120",0,0,0,0,0,0
"9077","OLR1200",0,0,0,0,0,0
"9078","OLR1201",0,0,0,0,0,0
"9079","OLR1202",0,0,0,0,0,0
"9080","OLR1203",0,0,0,0,0,0
"9081","OLR1204",0,0,0,0,0,0
"9082","OLR1206",0,0,0,0,0,0
"9083","OLR121",0,0,0,0,0,0
"9084","OLR1213",0,0,0,0,0,0
"9085","OLR1214",0,0,0,0,0,0
"9086","OLR1217",0,0,0,0,0,0
"9087","OLR1218",0,0,0,0,0,0
"9088","OLR1219",0,0,0,0,0,0
"9089","OLR122",0,0,0,0,0,0
"9090","OLR1220",0,0,0,0,0,0
"9091","OLR1222",0,0,0,0,0,0
"9092","OLR1223",0,0,0,0,0,0
"9093","OLR1225",0,0,0,0,0,0
"9094","OLR1226",0,0,0,0,0,0
"9095","OLR1227",0,0,0,0,0,0
"9096","OLR1228",0,0,0,0,0,0
"9097","OLR1229",0,0,0,0,0,0
"9098","OLR1230",0,0,0,0,0,0
"9099","OLR1231",0,0,0,0,0,0
"9100","OLR1232",0,0,0,0,0,0
"9101","OLR1233",0,0,0,0,0,0
"9102","OLR1234",0,0,0,0,0,0
"9103","OLR1235",0,0,0,0,0,0
"9104","OLR1236",0,0,0,0,0,0
"9105","OLR1237",0,0,0,0,0,0
"9106","OLR1238",0,0,0,0,0,0
"9107","OLR1239",0,0,0,0,0,0
"9108","OLR124",0,0,0,0,0,0
"9109","OLR1240",0,0,0,0,0,0
"9110","OLR1241",0,0,0,0,0,0
"9111","OLR1242",0,0,0,0,0,0
"9112","OLR1243",0,0,0,0,0,0
"9113","OLR1244",0,0,0,0,0,0
"9114","OLR1245",0,0,0,0,0,0
"9115","OLR1246",0,0,0,0,0,0
"9116","OLR1247",0,0,0,0,0,0
"9117","OLR1248",0,0,0,0,0,0
"9118","OLR1249",0,0,0,0,0,0
"9119","OLR125",0,0,0,0,0,0
"9120","OLR1250",0,0,0,0,0,0
"9121","OLR1251",0,0,0,0,0,0
"9122","OLR1252",0,0,0,0,0,0
"9123","OLR1253",0,0,0,0,0,0
"9124","OLR1254",0,0,0,0,0,0
"9125","OLR1256",0,0,0,0,0,0
"9126","OLR1257",0,0,0,0,0,0
"9127","OLR1259",0,0,0,0,0,0
"9128","OLR126",0,0,0,0,0,0
"9129","OLR1260",0,0,0,0,0,0
"9130","OLR1261",0,0,0,0,0,0
"9131","OLR1262",0,0,0,0,0,0
"9132","OLR1264",0,0,0,0,0,0
"9133","OLR1265",0,0,0,0,0,0
"9134","OLR1266",0,0,0,0,0,0
"9135","OLR127",0,0,0,0,0,0
"9136","OLR1271",0,0,0,0,0,0
"9137","OLR1273",0,0,0,0,0,0
"9138","OLR1274",0,0,0,0,0,0
"9139","OLR1275",0,0,0,0,0,0
"9140","OLR1278",0,0,0,0,0,0
"9141","OLR1279",0,0,0,0,0,0
"9142","OLR128",0,0,0,0,0,0
"9143","OLR1280",0,0,0,0,0,0
"9144","OLR1283",0,0,0,0,0,0
"9145","OLR1285",0,0,0,0,0,0
"9146","OLR1286",0,0,0,0,0,0
"9147","OLR1288",0,0,0,0,0,0
"9148","OLR129",0,0,0,0,0,0
"9149","OLR1291",0,0,0,0,0,0
"9150","OLR1292",0,0,0,0,0,0
"9151","OLR1293",0,0,0,0,0,0
"9152","OLR1294",0,0,0,0,0,0
"9153","OLR1295",0,0,0,0,0,0
"9154","OLR1297",0,0,0,0,0,0
"9155","OLR13",0,0,0,0,0,0
"9156","OLR130",0,0,0,0,0,0
"9157","OLR1301",0,0,0,0,0,0
"9158","OLR1302",0,0,0,0,0,0
"9159","OLR1303",0,0,0,0,0,0
"9160","OLR1304",0,0,0,0,0,0
"9161","OLR1305",0,0,0,0,0,0
"9162","OLR1306",0,0,0,0,0,0
"9163","OLR1307",0,0,0,0,0,0
"9164","OLR1308",0,0,0,0,0,0
"9165","OLR1309",0,0,0,0,0,0
"9166","OLR131",0,0,0,0,0,0
"9167","OLR1311",0,0,0,0,0,0
"9168","OLR1313",0,0,0,0,0,0
"9169","OLR1314",0,0,0,0,0,0
"9170","OLR1315",0,0,0,0,0,0
"9171","OLR1316",0,0,0,0,0,0
"9172","OLR1318",0,0,0,0,0,0
"9173","OLR1319",0,0,0,0,0,0
"9174","OLR132",0,0,0,0,0,0
"9175","OLR1320",0,0,0,0,0,0
"9176","OLR1321",0,0,0,0,0,0
"9177","OLR1323",0,0,0,0,0,0
"9178","OLR1325",0,0,0,0,0,0
"9179","OLR1326",0,0,0,0,0,0
"9180","OLR1327",0,0,0,0,0,0
"9181","OLR1328",0,0,0,0,0,0
"9182","OLR1329",0,0,0,0,0,0
"9183","OLR1330",0,0,0,0,0,0
"9184","OLR1331",0,0,0,0,0,0
"9185","OLR1332",0,0,0,0,0,0
"9186","OLR1334",0,0,0,0,0,0
"9187","OLR1335",0,0,0,0,0,0
"9188","OLR1337",0,0,0,0,0,0
"9189","OLR1338",0,0,0,0,0,0
"9190","OLR1339",0,0,0,0,0,0
"9191","OLR1341",0,0,0,0,0,0
"9192","OLR1343",0,0,0,0,0,0
"9193","OLR1344",0,0,0,0,0,0
"9194","OLR1345",0,0,0,0,0,0
"9195","OLR1346",0,0,0,0,0,0
"9196","OLR1347",0,0,0,0,0,0
"9197","OLR1349",0,0,0,0,0,0
"9198","OLR135",0,0,0,0,0,0
"9199","OLR1350",0,0,0,0,0,0
"9200","OLR1351",0,0,0,0,0,0
"9201","OLR1352",0,0,0,0,0,0
"9202","OLR1353",19,4,44,70,25,17
"9203","OLR1355",0,0,0,0,0,0
"9204","OLR1356",0,0,0,0,0,0
"9205","OLR1358",0,0,0,0,0,0
"9206","OLR136",0,0,0,0,0,0
"9207","OLR1361",0,0,0,0,0,0
"9208","OLR1362",0,0,0,0,0,0
"9209","OLR1364",0,0,0,0,0,0
"9210","OLR1365",0,0,0,0,0,0
"9211","OLR1366",0,0,0,1,0,0
"9212","OLR1368",0,0,0,0,0,0
"9213","OLR1369",0,0,0,0,0,0
"9214","OLR137",0,0,0,0,0,0
"9215","OLR1370",0,0,0,0,0,0
"9216","OLR1372",0,0,0,0,0,0
"9217","OLR1373",0,0,0,0,0,0
"9218","OLR1374",0,0,0,0,0,0
"9219","OLR1375",0,0,0,0,0,0
"9220","OLR1376",0,0,0,0,0,0
"9221","OLR1378",0,0,0,0,0,0
"9222","OLR1380",0,0,0,0,0,0
"9223","OLR1381",0,0,0,0,0,0
"9224","OLR1382",0,0,0,0,0,0
"9225","OLR1383",0,0,0,0,0,0
"9226","OLR1384",0,0,0,0,0,0
"9227","OLR1385",0,0,0,0,0,0
"9228","OLR1386",0,0,0,0,0,0
"9229","OLR1387",2,0,0,0,0,0
"9230","OLR1388",0,0,0,0,0,0
"9231","OLR1389",0,0,0,0,0,0
"9232","OLR139",0,0,0,0,0,0
"9233","OLR1391",0,0,0,0,0,0
"9234","OLR1392",0,0,0,0,0,0
"9235","OLR1393",0,0,0,0,0,0
"9236","OLR1394",0,0,0,0,0,0
"9237","OLR1395",0,0,0,0,0,0
"9238","OLR1396",0,0,0,0,0,0
"9239","OLR1397",0,0,0,0,0,0
"9240","OLR1398",0,0,0,0,0,0
"9241","OLR1399",0,0,0,0,0,0
"9242","OLR14",0,0,0,0,0,0
"9243","OLR140",0,0,0,0,0,0
"9244","OLR1400",0,0,0,0,0,0
"9245","OLR1401",0,0,0,0,0,0
"9246","OLR1404",0,0,0,0,0,0
"9247","OLR1405",0,0,0,0,0,0
"9248","OLR1406",0,0,0,0,0,0
"9249","OLR1407",0,0,0,0,0,0
"9250","OLR1408",0,0,0,0,0,0
"9251","OLR1409",0,0,0,0,0,0
"9252","OLR141",0,0,0,0,0,0
"9253","OLR1410",0,0,0,0,0,0
"9254","OLR1411",0,0,0,0,0,0
"9255","OLR1413",0,0,0,0,0,0
"9256","OLR1414",0,0,0,0,0,0
"9257","OLR1415",0,0,0,0,0,0
"9258","OLR1416",0,0,0,0,0,0
"9259","OLR1417",0,0,0,0,0,0
"9260","OLR1418",0,0,0,0,0,0
"9261","OLR142",0,0,0,0,0,0
"9262","OLR1421",1,0,0,0,0,0
"9263","OLR1422",0,0,0,0,0,0
"9264","OLR1423",0,0,0,0,0,0
"9265","OLR1424",0,0,0,0,0,0
"9266","OLR1425",0,0,0,0,0,0
"9267","OLR1428",0,0,0,0,0,0
"9268","OLR143",0,0,0,0,0,0
"9269","OLR1431",0,0,0,0,0,0
"9270","OLR1432",0,0,0,1,0,0
"9271","OLR1433",0,0,0,0,0,0
"9272","OLR1434",0,0,0,0,0,0
"9273","OLR1435",0,0,0,0,0,0
"9274","OLR1436",0,0,0,0,0,0
"9275","OLR1437",0,0,0,0,0,0
"9276","OLR1439",0,0,0,0,0,0
"9277","OLR144",0,0,0,0,0,0
"9278","OLR1440",0,0,0,0,0,0
"9279","OLR1442",0,0,0,0,0,0
"9280","OLR1443",0,0,0,0,0,0
"9281","OLR1445",0,0,0,0,0,0
"9282","OLR1448",0,0,0,0,0,0
"9283","OLR1449",0,0,0,0,0,0
"9284","OLR145",0,0,0,0,0,0
"9285","OLR1450",0,0,0,0,0,0
"9286","OLR1451",0,0,0,0,0,0
"9287","OLR1452",0,0,0,0,0,0
"9288","OLR1453",0,0,0,0,0,0
"9289","OLR1454",0,0,0,0,0,0
"9290","OLR1455",0,0,0,0,0,0
"9291","OLR1456",0,0,0,0,0,0
"9292","OLR1457",0,0,0,0,0,0
"9293","OLR1458",0,0,0,0,0,0
"9294","OLR1459",0,0,0,0,0,0
"9295","OLR1460",0,0,0,0,0,0
"9296","OLR1461",0,0,0,0,0,0
"9297","OLR1462",0,0,0,0,0,0
"9298","OLR1463",0,0,0,0,0,0
"9299","OLR1466",0,0,0,0,0,0
"9300","OLR1467",0,0,0,0,0,0
"9301","OLR1468",0,0,0,0,0,0
"9302","OLR1469",0,0,0,0,0,0
"9303","OLR1470",0,0,0,0,0,0
"9304","OLR1471",0,0,0,0,0,0
"9305","OLR1472",0,0,0,0,0,0
"9306","OLR1474",0,0,0,0,0,0
"9307","OLR1475",0,0,0,0,0,0
"9308","OLR1479",0,0,0,0,0,0
"9309","OLR148",0,0,0,0,0,0
"9310","OLR1481",0,0,0,0,0,0
"9311","OLR1482",0,0,0,0,0,0
"9312","OLR1485",0,0,0,0,0,0
"9313","OLR1486",0,0,0,0,0,0
"9314","OLR1488",0,0,0,0,0,0
"9315","OLR149",0,0,0,0,0,0
"9316","OLR1490",0,0,0,0,0,0
"9317","OLR1491",0,0,0,0,0,0
"9318","OLR1492",0,0,0,0,0,0
"9319","OLR1496",0,0,0,0,0,0
"9320","OLR1498",0,0,0,0,0,0
"9321","OLR1499",0,0,0,0,0,0
"9322","OLR150",0,0,0,0,0,0
"9323","OLR1500",0,0,0,0,0,0
"9324","OLR1501",0,0,0,0,0,0
"9325","OLR1504",0,0,0,0,0,0
"9326","OLR1505",0,0,0,0,0,0
"9327","OLR1507",0,0,0,0,0,0
"9328","OLR1509",0,0,0,0,0,0
"9329","OLR1511",0,0,0,0,0,0
"9330","OLR1512",0,0,0,0,0,0
"9331","OLR1513",0,0,0,0,0,0
"9332","OLR1514",0,0,0,0,0,0
"9333","OLR1515",0,0,0,0,0,0
"9334","OLR1516",0,0,0,0,0,0
"9335","OLR1517",0,0,0,0,0,0
"9336","OLR1519",0,0,0,0,0,0
"9337","OLR152",0,0,0,0,0,0
"9338","OLR1520",0,0,0,0,0,0
"9339","OLR1521",0,0,0,0,0,0
"9340","OLR1522",0,0,0,0,0,0
"9341","OLR1523",0,0,0,0,0,0
"9342","OLR1525",0,0,0,0,0,0
"9343","OLR1528",0,0,0,0,0,0
"9344","OLR1529",0,0,0,0,0,0
"9345","OLR153",0,0,0,0,0,0
"9346","OLR1530",0,0,0,0,0,0
"9347","OLR1531",0,0,0,0,0,0
"9348","OLR1532",0,0,0,0,0,0
"9349","OLR1533",0,0,0,0,0,0
"9350","OLR1535",0,0,0,0,0,0
"9351","OLR1536",0,0,0,0,0,0
"9352","OLR1537",0,0,0,0,0,0
"9353","OLR1538",0,0,0,0,0,0
"9354","OLR1539",0,0,0,0,0,0
"9355","OLR154",0,0,0,0,0,0
"9356","OLR1540",0,0,0,0,0,0
"9357","OLR1541",0,0,0,0,0,0
"9358","OLR1542",0,0,0,0,0,0
"9359","OLR1543",0,0,0,0,0,0
"9360","OLR1545",0,0,0,0,0,0
"9361","OLR1546",0,0,0,0,0,0
"9362","OLR1547",0,0,0,0,0,0
"9363","OLR1548",0,0,0,0,0,0
"9364","OLR1549",0,0,0,0,0,0
"9365","OLR155",0,0,0,0,0,0
"9366","OLR1551",0,0,0,0,0,0
"9367","OLR1553",0,0,0,0,0,0
"9368","OLR1555",0,0,0,0,0,0
"9369","OLR1557",0,0,0,0,0,0
"9370","OLR1558",0,0,0,0,0,0
"9371","OLR1559",0,0,0,0,0,0
"9372","OLR156",0,0,0,0,0,0
"9373","OLR1560",0,0,0,0,0,0
"9374","OLR1561",0,0,0,0,0,0
"9375","OLR1562",0,0,0,0,0,0
"9376","OLR1563",0,0,0,0,0,0
"9377","OLR1564",0,0,0,0,0,0
"9378","OLR1565",0,0,0,0,0,0
"9379","OLR1566",0,0,0,0,0,0
"9380","OLR1567",0,0,0,0,0,0
"9381","OLR1568",0,0,0,0,0,0
"9382","OLR1569",0,0,0,0,0,0
"9383","OLR157",0,0,0,0,0,0
"9384","OLR1570",0,0,0,0,0,0
"9385","OLR1576",0,0,0,0,0,0
"9386","OLR1579",0,0,0,0,0,0
"9387","OLR158",0,0,0,0,0,0
"9388","OLR1581",0,0,0,0,0,0
"9389","OLR1582",0,0,0,0,0,0
"9390","OLR1583",0,0,0,0,0,0
"9391","OLR1584",2,1,1,0,3,2
"9392","OLR1585",4,5,2,2,9,3
"9393","OLR1587",3,5,8,5,9,2
"9394","OLR1588",1,1,0,0,0,0
"9395","OLR1589",0,0,1,0,0,0
"9396","OLR159",0,0,0,0,0,0
"9397","OLR1590",0,0,0,0,0,0
"9398","OLR1591",0,0,0,0,0,0
"9399","OLR1592",0,0,0,0,0,0
"9400","OLR1593",0,0,0,0,0,0
"9401","OLR1595",0,0,0,1,0,0
"9402","OLR1596",0,0,1,1,0,0
"9403","OLR1597",0,0,0,0,0,0
"9404","OLR1598",0,0,0,0,0,0
"9405","OLR16",0,0,0,0,0,0
"9406","OLR160",0,0,0,0,0,0
"9407","OLR1600",0,0,0,0,0,0
"9408","OLR1601",0,0,0,0,0,0
"9409","OLR1602",0,0,0,0,0,0
"9410","OLR1605",0,0,0,0,0,0
"9411","OLR1606",0,0,0,0,0,0
"9412","OLR1607",0,0,0,0,0,0
"9413","OLR1608",0,0,0,0,0,0
"9414","OLR1609",0,0,0,0,0,0
"9415","OLR161",0,0,0,0,0,0
"9416","OLR1610",0,0,0,0,0,0
"9417","OLR1612",0,0,0,0,0,0
"9418","OLR1614",0,0,0,0,0,0
"9419","OLR1615",0,0,0,0,0,0
"9420","OLR1616",0,0,0,0,0,0
"9421","OLR1617",0,0,0,0,0,0
"9422","OLR1619",0,0,0,0,0,0
"9423","OLR162",0,0,0,0,0,0
"9424","OLR1620",0,0,0,0,0,0
"9425","OLR1622",0,0,0,0,0,0
"9426","OLR1624",0,0,0,0,0,0
"9427","OLR1625",0,0,0,0,0,0
"9428","OLR1626",0,0,0,0,0,0
"9429","OLR1627",0,0,0,0,0,0
"9430","OLR1629",0,0,0,0,0,0
"9431","OLR163",0,0,0,0,0,0
"9432","OLR1630",0,0,0,0,0,0
"9433","OLR1631",0,0,0,0,0,0
"9434","OLR1632",0,0,0,0,0,0
"9435","OLR1633",0,0,0,0,0,0
"9436","OLR1635",0,0,0,0,0,0
"9437","OLR1637",1,0,1,0,0,0
"9438","OLR1638",0,0,0,0,0,0
"9439","OLR1639",0,0,0,0,0,0
"9440","OLR164",0,0,0,0,0,0
"9441","OLR1640",0,0,0,0,0,0
"9442","OLR1641",0,0,0,0,0,0
"9443","OLR1642",0,0,0,0,0,0
"9444","OLR1643",0,0,0,0,0,0
"9445","OLR1644",0,0,0,0,0,0
"9446","OLR1645",0,0,0,0,0,0
"9447","OLR1646",0,0,0,0,0,0
"9448","OLR165",0,0,0,0,0,0
"9449","OLR1652",0,0,0,0,0,0
"9450","OLR1653",0,0,0,0,0,0
"9451","OLR1654",0,0,0,0,0,0
"9452","OLR1657",0,0,0,0,0,0
"9453","OLR1658",0,0,0,0,0,0
"9454","OLR1660",0,0,0,0,0,0
"9455","OLR1662",0,0,0,0,0,0
"9456","OLR1664",0,0,0,0,0,0
"9457","OLR1666",0,0,0,0,1,1
"9458","OLR1667",0,0,0,0,0,0
"9459","OLR1668",0,0,0,0,0,0
"9460","OLR167",0,0,0,0,0,0
"9461","OLR1670",0,0,0,0,0,0
"9462","OLR1671",0,0,0,0,0,0
"9463","OLR1673",0,0,0,0,0,0
"9464","OLR1675",0,0,0,0,0,0
"9465","OLR1678",0,0,0,0,0,0
"9466","OLR1679",0,0,0,0,0,0
"9467","OLR168",0,0,0,0,0,0
"9468","OLR1680",0,0,0,0,0,0
"9469","OLR1681",0,0,0,0,0,0
"9470","OLR1682",0,0,0,0,0,0
"9471","OLR1683",0,0,0,0,0,0
"9472","OLR1684",0,0,0,0,0,0
"9473","OLR1686",0,0,0,0,0,0
"9474","OLR1687",0,0,0,0,0,0
"9475","OLR1688",0,0,0,0,0,0
"9476","OLR1689",0,0,0,0,0,0
"9477","OLR1690",0,0,0,0,0,0
"9478","OLR1691",0,0,0,0,0,0
"9479","OLR1692",0,0,0,0,0,0
"9480","OLR1693",0,0,0,0,0,0
"9481","OLR1694",2,1,2,0,2,0
"9482","OLR1695",0,0,0,0,0,0
"9483","OLR1696",0,0,0,0,0,0
"9484","OLR1697",0,0,0,0,0,0
"9485","OLR1699",0,0,0,0,0,0
"9486","OLR17",0,0,0,0,0,0
"9487","OLR170",0,0,0,0,0,0
"9488","OLR1700",0,0,0,0,0,0
"9489","OLR1701",0,0,0,0,0,0
"9490","OLR1702",0,0,0,0,0,0
"9491","OLR1704",0,0,0,0,0,0
"9492","OLR1705",0,0,0,0,0,0
"9493","OLR1707",0,0,0,0,0,0
"9494","OLR1708",0,0,0,0,0,0
"9495","OLR1709",0,0,0,0,0,0
"9496","OLR171",0,0,0,0,0,0
"9497","OLR1710",0,0,0,0,0,0
"9498","OLR1714",0,0,0,0,0,0
"9499","OLR1718",0,0,0,0,0,0
"9500","OLR172",0,0,0,0,0,0
"9501","OLR1720",0,0,0,0,0,0
"9502","OLR1722",0,0,0,0,0,0
"9503","OLR1724",0,0,0,0,0,0
"9504","OLR1726",0,0,0,0,0,0
"9505","OLR1730",0,0,0,0,0,0
"9506","OLR1733",0,0,0,0,0,0
"9507","OLR1734",0,0,0,0,0,0
"9508","OLR1735",0,0,0,0,0,0
"9509","OLR1736",0,0,0,0,0,0
"9510","OLR1737",0,0,0,0,0,0
"9511","OLR1738",0,0,0,0,0,0
"9512","OLR1739",0,0,0,0,0,0
"9513","OLR174",0,0,0,0,0,0
"9514","OLR1742",0,0,0,0,1,0
"9515","OLR1743",0,0,0,0,0,0
"9516","OLR1744",0,0,0,0,0,0
"9517","OLR1746",0,0,0,0,0,0
"9518","OLR1748",0,0,0,0,0,0
"9519","OLR1749",0,0,0,0,0,0
"9520","OLR175",0,0,0,0,0,0
"9521","OLR1750",0,0,0,0,0,0
"9522","OLR1751",0,0,0,0,0,0
"9523","OLR176",0,0,0,0,0,0
"9524","OLR1765",0,0,0,0,0,0
"9525","OLR1766",0,0,0,0,0,0
"9526","OLR1767",0,0,0,0,0,0
"9527","OLR1768",0,0,0,0,0,0
"9528","OLR178",0,0,0,0,0,0
"9529","OLR179",0,0,0,0,0,0
"9530","OLR180",0,0,0,0,0,0
"9531","OLR181",0,0,0,0,0,0
"9532","OLR183",0,0,0,0,0,0
"9533","OLR184",0,0,0,0,0,0
"9534","OLR1845",0,0,0,0,0,0
"9535","OLR185",0,0,0,0,0,0
"9536","OLR186",0,0,0,0,0,0
"9537","OLR1867",0,0,0,0,0,0
"9538","OLR1869",0,0,0,0,0,0
"9539","OLR188",0,0,0,0,0,0
"9540","OLR189",0,0,0,0,0,0
"9541","OLR19",0,0,0,0,0,0
"9542","OLR190",0,0,0,0,0,0
"9543","OLR192",0,0,0,0,0,0
"9544","OLR193",0,0,0,0,0,0
"9545","OLR194",0,0,0,0,0,0
"9546","OLR196",0,0,0,0,0,0
"9547","OLR197",0,0,0,0,0,0
"9548","OLR198",0,0,0,0,0,0
"9549","OLR199",0,0,0,0,0,0
"9550","OLR1L",0,0,0,0,0,0
"9551","OLR20",0,0,0,0,0,0
"9552","OLR200",0,0,0,0,0,0
"9553","OLR201",0,0,0,0,0,0
"9554","OLR202",0,0,0,0,0,0
"9555","OLR203",0,0,0,0,0,0
"9556","OLR204",0,0,0,0,0,0
"9557","OLR205",0,0,0,0,0,0
"9558","OLR206",0,0,0,0,0,0
"9559","OLR208",0,0,0,0,0,0
"9560","OLR209",0,0,0,0,0,0
"9561","OLR210",0,0,0,0,0,0
"9562","OLR211",0,0,0,0,0,0
"9563","OLR213",0,0,0,0,0,0
"9564","OLR214",0,0,0,0,0,0
"9565","OLR215",0,0,0,0,0,0
"9566","OLR217",0,0,0,0,0,0
"9567","OLR218",0,0,0,0,0,0
"9568","OLR219",0,0,0,0,0,0
"9569","OLR220",0,0,0,0,0,0
"9570","OLR221",0,0,0,0,0,0
"9571","OLR222",0,0,0,0,0,0
"9572","OLR223",0,0,0,0,0,0
"9573","OLR224",0,0,0,0,0,0
